D.O. (mg/l),Temp,PH,Turbidity (NTU),CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,label
4.5,17.61,8.27,195,250,2.4,0.16,5889,1
6.1,17.61,8.27,195,74,1.8,0.19,3937,1
5.9,17.61,8.27,195,44,1.6,0.14,2794,1
2.4,17.63,8.27,195,195,4.8,0.35,14217,1
4,17.62,8.27,195,207,1.8,0.34,2280,1
5.4,17.62,8.27,195,40,1.6,0.07,1330,1
5.3,17.6,8.27,195,41,1.4,0.08,2517,1
7,17.59,8.28,195,54,0.8,0.21,3059,1
5.9,17.58,8.28,195,44,2.1,0.08,831,1
7.1,17.6,8.28,195,60,1.7,0.13,8163,1
6.9,17.6,8.28,195,99,3.3,0.56,123,1
6.6,17.58,8.28,195,123,3.2,0.52,104,1
6.6,17.57,8.28,195,220,3.6,0.65,77,1
6.8,17.57,8.28,195,219,3.4,0.63,75,1
4.8,17.55,8.28,195,5429,8.4,2.08,408,1
6.4,17.54,8.28,195,493,4.2,3.91,68,1
6.8,17.54,8.28,195,100,3,0.54,295,1
6.7,17.56,8.28,195,316,4.6,0.6,132,1
5.8,17.57,8.28,195,37227,9.5,1.42,451,1
6.9,17.56,8.28,195,84,3.1,0.42,168,1
4.9,17.57,8.28,195,21254,55.5,2.18,964,1
6.9,17.55,8.28,195,312,2.7,1.58,107,1
6.8,17.54,8.29,195,146,3,0.6,241,1
6.7,17.53,8.29,195,127,2.9,0.59,209,1
5.6,17.52,8.29,195,432,4.5,1.72,173,1
6.5,17.5,8.29,195,126,3,0.59,284,1
7.1,17.49,8.29,195,128,3,0.6,297,1
6.4,17.47,8.29,195,129,3.1,0.6,191,1
6.9,17.47,8.29,195,129,2.9,0.55,268,1
7,17.5,8.29,195,153,2.9,0.55,86,1
6.4,17.51,8.29,195,10165,3.7,2.14,139,1
6.9,17.54,8.29,195,307,2.8,3.6,123,1
6.3,17.53,8.29,195,322,3.5,1.1,116,1
6.5,17.55,8.29,195,5835,3.4,1.72,126,1
6.3,17.57,8.29,195,9245,4.7,2,134,1
6.5,17.57,8.29,195,1907,4,0.55,115,1
7,17.57,8.29,195,1896,3.5,0.64,245,1
7,17.59,8.3,195,206,2.9,0.56,74,1
6.8,17.56,8.3,195,239,3.3,0.56,77,1
6.4,17.56,8.3,195,152,3.2,0.96,142,1
6.7,17.54,8.3,195,146,3,0.89,73,1
6.7,17.51,8.3,195,137,2.9,0.76,64,1
6.6,17.49,8.3,195,228,3.5,0.57,79,1
7,17.49,8.3,195,409,2.4,0.93,112,1
6.8,17.5,8.3,195,263,2.9,0.81,123,1
6.9,17.49,8.3,195,338,2.3,3.93,108,1
7,17.47,8.3,195,79,0.8,0.62,637,1
6.6,17.46,8.3,195,67,1.1,0.53,670,1
6.6,17.45,8.3,195,59,0.7,0.57,541,1
6.2,17.45,8.3,195,66,0.8,0.55,609,1
7.1,17.44,8.3,195,67,1,0.34,538,1
7,17.43,8.3,195,5341,1.1,0.37,528,1
6.7,17.46,8.3,195,89,1.1,0.35,2025,1
6.2,17.44,8.3,195,136,1,0.46,676,1
7.1,17.46,8.3,195,212,0.9,0.56,992,1
6.3,17.44,8.3,195,134,1.2,0.67,780,1
7.3,17.46,8.3,195,76,0.6,0.31,893,1
7,17.45,8.3,195,11041,0.9,0.29,503,1
6.8,17.48,8.3,195,75,0.8,0.5,1169,1
7.4,17.48,8.3,195,61,0.7,0.11,255,1
1.7,17.5,8.3,195,769,3.4,1.11,1717,1
6.1,17.52,8.31,195,14083,1.4,0.25,2686,1
6.6,17.54,8.31,195,92,0.8,0.77,660,1
6.6,17.53,8.31,195,1348,0.8,1.01,810,1
6,17.54,8.31,195,95,1.2,0.29,680,1
6.6,17.56,8.31,195,78,1,0.2,626,1
0.6,17.57,8.31,195,268,4.1,1.28,1308,1
1.8,17.56,8.31,195,82,2,0.39,1410,1
7.1,17.55,8.31,195,61,1,0.34,608,1
3.9,17.56,8.31,195,30298,2.5,0.59,7240,1
6.6,17.54,8.31,195,310,1.1,0.54,783,1
7,17.51,8.31,195,97,0.8,0.35,77,1
7.3,17.52,8.31,195,51,0.7,0.18,258,1
0.5,17.52,8.31,195,1717,21.2,4.41,15833,1
7,17.53,8.31,195,55,0.9,0.32,1400,1
6.1,17.55,8.31,195,67,1.1,0.58,394,1
7,17.54,8.31,195,61,1.3,0.28,248,1
5.2,17.56,8.31,195,81,1.5,0.37,465,1
6.1,17.57,8.31,194,510,1.1,0.72,1572,1
6.5,17.54,8.31,194,12150,1.8,0.52,1481,1
7.9,17.53,8.31,194,50,1.1,0.3,845,1
7.5,17.54,8.31,194,34,0.9,0.14,256,1
7,17.54,8.31,194,72,1,0.38,897,1
7.3,17.52,8.31,194,99,0.9,0.23,1788,1
7.5,17.52,8.31,194,125,1.6,0.45,1400,1
6.8,17.53,8.31,194,116,1.7,0.4,1260,1
5.8,17.52,8.31,194,107,0.9,0.88,343,1
7.1,17.53,8.31,194,85,0.8,0.31,184,1
6.8,17.51,8.31,194,58,0.7,0.46,3460,1
5.7,17.53,8.31,194,13197,1.5,0.35,144,1
6.7,17.53,8.31,194,58,1.2,0.39,1739,1
7,17.5,8.31,194,3453,0.9,0.17,278,1
6.5,17.49,8.31,194,14369,1.3,0.27,175,1
6.6,17.51,8.31,194,70,1.4,0.39,1875,1
7,17.49,8.31,194,60,0.8,0.18,1813,1
6.3,17.5,8.31,194,97,0.8,0.56,880,1
6,17.5,8.31,194,63,1.1,1.04,493,1
4.4,17.5,8.31,194,113,1.5,1.17,722,1
4.5,17.51,8.31,194,79,1,1.04,537,1
5.1,17.51,8.31,194,1789,2.1,0.68,1946,1
7.5,17.5,8.31,194,36,1.1,0.27,1134,1
6.8,17.51,8.31,194,59,1.3,0.32,2267,1
6.8,17.51,8.31,194,114,1.4,0.23,1785,1
5.9,17.52,8.31,194,1108,2.2,0.62,1520,1
4.9,17.51,8.31,194,88,2.2,0.28,2200,1
6.8,17.52,8.31,194,1686,1.4,0.25,1223,1
7.1,17.5,8.31,194,45,1.2,0.29,1636,1
6.9,17.5,8.31,194,56,1.1,0.3,542,1
6.5,17.49,8.31,194,49,1,0.22,323,1
4.9,17.47,8.31,194,169,2.1,0.76,1241,1
4.2,17.45,8.31,194,19575,1.4,0.39,528,1
6.9,17.45,8.31,194,63,0.9,0.16,336,1
6.6,17.44,8.31,194,69,0.8,0.38,464,1
4.5,17.46,8.31,194,6381,2.1,0.34,435,1
6.2,17.46,8.31,194,9326,1.3,0.22,141,1
6.6,17.44,8.31,194,15158,1.1,0.26,810,1
6.3,17.45,8.31,194,74,1.2,0.29,1813,1
6,17.43,8.31,194,429,1.1,1.1,362,1
6,17.43,8.31,194,308,1.1,1.47,343,1
5.8,17.45,8.31,194,505,0.6,0.73,1517,1
6.1,17.44,8.3,194,465,0.5,0.34,1458,1
6.4,17.45,8.3,194,183,2.3,0.62,398,1
7.1,17.43,8.3,194,135,1.9,0.72,995,1
7.8,17.43,8.3,194,213,1.5,0.35,15083,1
7.7,17.42,8.3,194,312,2,0.75,32017,1
6.9,17.42,8.3,194,99,1.6,1.39,5395,1
7.3,17.41,8.3,194,230,1.6,0.69,4348,1
6.8,17.42,8.3,194,264,2.6,1.16,5142,1
7.2,17.41,8.3,194,272,3.1,1.46,4586,1
8,17.41,8.3,194,312,1.4,0.73,4319,1
8.2,17.4,8.3,194,19595,2,0.94,1116,1
7,17.43,8.3,194,199,1.8,1.11,3573,1
7.2,17.45,8.3,194,201,1.6,0.36,2324,1
6.8,17.44,8.3,194,890,2.1,0.51,589,1
7.3,17.44,8.3,194,160,1.9,0.06,89,1
7,17.46,8.3,194,111,2.2,0.08,131,1
6.7,17.46,8.3,194,139,3.1,0.22,300,1
7.2,17.48,8.3,194,288,2.1,0.14,91,1
7,17.46,8.3,194,95,1.9,0.08,118,1
7,17.48,8.3,194,84,1.7,0.06,87,1
7.4,17.47,8.3,194,3101,15.6,0.15,174,1
7.2,17.49,8.3,194,510,2.9,0.08,123,1
7.1,17.48,8.29,194,88,1.8,0.07,90,1
7.2,17.46,8.29,194,338,3.8,0.07,104,1
6.7,17.48,8.29,194,162,3.3,0.16,249,1
6.7,17.49,8.29,194,182,4.1,0.15,251,1
0.2,17.5,8.29,194,2219,185.8,1.75,300000000,1
5.5,17.51,8.29,194,635,8.8,5.08,5500,1
5.5,17.5,8.29,194,1051,25,6.8,63000,1
5.3,17.5,8.29,194,636,9.9,5,10000,1
5.1,17.48,8.29,194,993,21.9,6.63,57750,1
5.3,17.49,8.29,194,632,13.5,5.08,34750,1
4.9,17.48,8.29,194,973,17.5,4.77,40667,1
4.3,17.47,8.29,194,1156,24.5,7.65,65000,1
4.8,17.49,8.29,194,904,26,8.6,55000,1
5.1,17.48,8.29,194,1110,16,14.85,12000,1
5.3,17.5,8.29,194,1290,26.9,8.1,66250,1
4.9,17.49,8.29,194,990,27.8,6.78,40500,1
5.2,17.49,8.29,194,914,20.5,6.18,29500,1
4.8,17.44,8.28,194,280,2.4,0.72,4,1
7.7,17.45,8.28,194,344,1.2,0.37,19,1
7.3,17.46,8.28,194,310,1.4,0.38,22,1
7.1,17.44,8.28,194,303,1.5,0.34,23,1
6.2,17.44,8.28,194,788,41.5,4.08,235,1
6,17.47,8.28,194,468,1.4,0.43,16,1
5.9,17.45,8.28,194,234,1.5,0.36,12,1
6.4,17.44,8.28,194,527,1.2,0.35,21,1
5.9,17.45,8.28,194,796,1.5,0.48,14,1
7.3,17.46,8.28,194,388,2.1,0.58,46,1
7.7,17.61,8.26,194,95,1.8,2.67,50,1
7.6,17.64,8.25,194,92,2.5,2.41,45,1
9.9,17.62,8.25,194,65,1.5,2.31,55,1
7.6,17.64,8.25,194,93,2.1,2.89,408,1
5.5,17.64,8.25,194,568,6.8,1.12,33,1
7.6,17.63,8.25,194,42,1.3,3.01,27,1
7.7,17.61,8.25,194,45,1.4,2.89,22,1
8.3,17.61,8.25,194,59,1.7,2.86,33,1
6.9,17.59,8.25,194,1072,3.2,1.17,21,1
7.7,17.59,8.25,194,250,2.1,3.88,326,1
8.8,17.58,8.25,194,37,1.5,1.62,35,1
7.3,17.57,8.25,194,72,2,1.65,36,1
7.5,17.59,8.25,194,38,1.7,2.2,40,1
7.8,17.6,8.25,194,44,1.6,2.62,33,1
7,17.6,8.24,194,100,2.4,3.03,2600,1
7.5,17.6,8.24,194,52,1.7,0.82,21,1
6.4,17.59,8.24,194,61,2.6,3.88,538,1
7.5,17.62,8.24,194,39,1.4,2.88,22,1
8,17.64,8.24,194,41,1.4,3.35,25,1
7.9,17.63,8.24,194,93,1.7,5.02,418,1
7.5,17.64,8.24,194,69,1.9,4.92,49,1
7.9,17.66,8.24,194,46,1.7,2.72,45,1
8,17.69,8.24,194,42,1.4,2.47,31,1
7.7,17.68,8.23,194,101,1.5,3.42,43,1
7.2,17.68,8.23,194,49,1.6,2.86,40,1
8.2,17.68,8.23,194,49,1.2,2.81,32,1
7.8,17.69,8.23,194,58,1.5,2.97,43,1
3.9,17.71,8.23,194,235,16.9,16.61,23000,1
4.9,17.72,8.23,194,182,14.2,11.61,15500,1
2.7,17.74,8.23,195,281,35.4,14.84,62667,1
2.5,17.73,8.23,195,382,37.2,11.81,87167,1
8,17.71,8.22,195,48,1.4,3.8,41,1
8.4,17.71,8.22,195,48,1.2,3.08,45,1
6.8,17.71,8.22,195,49,1.9,3.07,38,1
2.1,17.73,8.22,195,286,45.6,10.61,84500,1
4,17.7,8.22,195,194,22.4,10.47,45250,1
7.7,17.7,8.22,195,107,6.6,3.02,425,1
7.6,17.69,8.22,195,51,2,2.6,81,1
7.7,17.67,8.22,195,46,1.6,3.93,22,1
7.7,17.66,8.21,195,49,1.9,3.89,26,1
6.5,17.66,8.21,195,297,1,0.13,438,1
6.3,17.66,8.21,195,287,0.9,0.14,204,1
6.5,17.67,8.21,195,375,1.1,0.17,625,1
6.9,17.69,8.21,195,349,1.1,0.18,503,1
6.4,17.73,8.21,195,155,3.9,0.5,516,1
6.5,17.74,8.2,195,168,4.2,0.99,616,1
4.6,17.74,8.19,195,23576,158.8,6.88,46,1
7.1,17.7,8.17,195,212,1.4,0.84,6,1
5,17.7,8.17,195,12771,4.1,1.48,30,1
6.7,17.72,8.17,195,304,1.5,0.18,3550,1
5.8,17.7,8.16,195,1315,2.5,0.22,6800,1
5.9,17.71,8.16,195,36593,3.9,0.07,3200,1
7.6,17.74,8.16,195,1291,10,0.34,77,1
6,17.72,8.16,195,18865,3.6,3.12,2450,1
4.3,17.7,8.15,195,605,6.5,1.68,15,1
3.7,17.68,8.15,195,600,4.3,1.66,20,1
4.6,17.71,8.15,195,729,4,0.33,2300,1
6.8,17.72,8.14,195,43,1.1,0.42,178,1
6.6,17.72,8.14,195,59,1.1,0.27,113,1
6,17.71,8.14,195,106,1.5,0.28,166,1
5.9,17.74,8.14,195,516,1.1,0.18,169,1
7.3,17.77,8.13,195,87,0.9,0.33,169,1
7.3,17.76,8.13,195,74,1.5,0.22,163,1
6.7,17.75,8.13,195,127,2,0.44,149,1
6.8,17.78,8.13,195,226,1.6,0.18,151,1
7.1,17.79,8.12,195,93,1.8,0.28,131,1
7.4,17.78,8.12,195,76,1.3,0.41,133,1
7.3,17.77,8.12,195,113,1.2,0.33,137,1
7.3,17.79,8.12,195,100,1.3,0.27,173,1
6,17.81,8.12,195,273,1.8,0.31,171,1
6.1,17.79,8.11,195,201,2,0.43,149,1
6.2,17.79,8.11,195,245,1.8,0.31,135,1
7,17.78,8.11,195,75,0.9,0.22,166,1
7.3,17.79,8.11,195,74,1.6,0.11,181,1
7.1,17.82,8.1,195,108,3.3,0.42,137,1
7,17.85,8.1,195,129,3.5,0.49,105,1
7,17.85,8.1,195,130,3.3,0.46,93,1
5.7,17.84,8.09,195,2323,6.3,1.47,541,1
5.9,17.83,8.09,195,462,4.9,2.47,63,1
7,17.83,8.09,195,107,3.8,0.4,285,1
6.2,17.85,8.09,195,299,5.1,0.95,401,1
5.9,17.85,8.09,195,33259,6.8,1.61,228,1
7.2,17.86,8.08,195,77,3.2,0.42,282,1
3.2,17.87,8.08,195,28018,46,1.67,1164,1
6.8,17.89,8.08,195,350,2.6,1.99,72,1
6.9,17.91,8.08,195,133,3.2,0.55,409,1
6.9,17.92,8.08,195,143,3.4,0.54,307,1
6.1,17.93,8.07,195,609,4.2,3.1,135,1
6.8,17.91,8.07,195,129,3.2,0.86,133,1
6.7,17.89,8.07,195,130,3.2,0.75,124,1
6.6,17.9,8.07,195,130,5,0.74,158,1
6.7,17.89,8.07,195,120,3.6,0.73,226,1
7.1,17.9,8.06,195,139,3.2,0.45,147,1
6,17.91,8.06,195,13925,59.1,3.08,116,1
6.7,17.93,8.06,195,274,2.3,2.04,88,1
6.3,17.91,8.06,195,326,2.5,2.32,71,1
6.3,17.93,8.06,195,7392,2.4,6.41,71,1
6.3,17.96,8.06,195,12051,4.4,5.37,102,1
7,17.96,8.05,196,162,3.8,0.48,90,1
7,17.96,8.05,196,212,3.6,0.44,90,1
7.1,17.95,8.05,196,227,3.2,0.48,124,1
6.8,17.94,8.05,196,314,4.3,0.45,69,1
6.8,17.95,8.05,196,151,3.4,0.5,740,1
7,17.95,8.04,196,123,3.4,0.44,100,1
6.9,17.95,8.04,196,139,3.3,0.76,169,1
6.8,17.95,8.04,196,313,4,0.49,99,1
6.7,17.96,8.04,196,215,2.5,0.83,51,1
6.7,17.94,8.04,196,204,2.5,0.77,68,1
6.9,17.96,8.04,196,205,2.2,0.93,55,1
7.1,17.96,8.03,196,72,0.5,0.25,641,1
6.6,17.99,8.03,196,70,0.9,0.49,495,1
6.9,17.99,8.03,196,52,0.8,0.18,520,1
7.2,18,8.03,196,830,0.8,0.16,654,1
6.3,18.03,8.03,196,95,1.3,0.99,1325,1
7.2,18.04,8.02,196,164,0.9,0.46,2225,1
6.9,18.04,8.02,196,231,0.8,0.55,1725,1
6.5,18.06,8.02,196,101,1.3,0.47,1127,1
7.1,18.06,8.02,196,64,0.6,0.4,646,1
7.1,18.03,8.02,196,4600,0.6,0.35,538,1
7.5,18.05,8.02,196,52,0.6,0.15,900,1
2,18.08,8.01,196,265,2.4,2.3,5425,1
5.6,18.05,8.01,196,12769,1.2,0.41,1650,1
7.1,18.05,8.01,196,90,0.6,0.64,625,1
6.1,18.05,8.01,196,248,0.8,0.66,1150,1
6,18.07,8.01,196,94,1.1,0.13,370,1
6.5,18.08,8.01,196,76,0.8,0.08,585,1
1.5,18.1,8,196,192,3.6,0.92,2978,1
2,18.09,8,196,79,2.4,0.2,1275,1
7.2,18.12,8,196,52,0.6,0.15,687,1
4,18.1,8,196,25964,1.1,0.76,1588,1
7.2,18.11,8,196,54,0.9,0.25,610,1
0.8,18.11,7.99,196,1239,11.9,1.87,11000,1
6.4,18.12,7.99,196,58,1.3,0.34,960,1
6.3,18.11,7.99,196,77,1.2,0.16,208,1
5.4,18.1,7.99,196,80,1.6,0.27,775,1
5.8,18.08,7.99,197,666,1,0.24,1650,1
6.6,18.08,7.98,197,12768,1.1,0.13,1412,1
7.7,18.07,7.98,197,44,1,0.28,148,1
7.1,18.07,7.98,197,27,0.4,0.11,218,1
7.3,18.09,7.98,197,59,0.6,0.19,465,1
7.8,18.11,7.98,197,119,0.7,0.87,1725,1
7.3,18.12,7.97,197,54,1.3,0.41,913,1
7,18.11,7.97,197,104,1.5,0.49,1000,1
6,18.14,7.97,197,92,0.7,0.38,1390,1
6.8,18.12,7.97,197,48,0.5,0.44,2025,1
5.6,18.15,7.96,197,20455,0.6,0.58,675,1
7,18.16,7.96,197,56,1.1,0.43,1725,1
6.7,18.18,7.96,197,2531,0.5,0.22,465,1
6.2,18.2,7.96,197,15362,0.8,0.39,1303,1
7.3,18.19,7.95,197,62,0.8,0.95,985,1
7.6,18.2,7.95,197,59,0.6,0.65,1163,1
6.4,18.21,7.95,197,83,0.5,0.42,575,1
7,18.21,7.94,197,50,0.6,0.75,578,1
6.7,18.21,7.94,197,76,1.2,1.21,625,1
6.7,18.23,7.94,197,64,0.9,1.35,838,1
5.6,18.22,7.94,197,943,1.5,0.4,1925,1
7.4,18.21,7.93,197,38,0.9,0.26,1196,1
6.7,18.2,7.93,197,43,1,0.3,2750,1
7.1,18.23,7.93,197,48,1.5,0.36,1775,1
6.2,18.25,7.93,197,309,1.6,0.39,2725,1
5.2,18.25,7.92,197,61,1.8,0.33,2650,1
6.8,18.25,7.92,197,995,1.1,0.24,1258,1
6.8,18.24,7.92,197,52,0.9,0.45,198,1
6.2,18.26,7.91,197,44,0.7,0.21,1630,1
4.5,18.27,7.91,197,77,1.1,0.34,2675,1
4,18.26,7.91,197,19279,0.9,0.03,233,1
7,18.26,7.91,197,69,1,0.12,660,1
6.5,18.28,7.9,197,58,0.5,0.24,1026,1
4.6,18.29,7.9,197,98,0.6,0.11,348,1
6.6,18.3,7.9,197,12327,0.6,0.71,2210,1
7.1,18.35,7.9,197,51,1,0.78,1700,1
6.2,18.35,7.89,197,371,1.1,1.62,528,1
6.2,18.35,7.89,197,316,1.3,2.41,312,1
7.3,18.37,7.89,197,241,2.9,1.17,185,1
7.7,18.38,7.89,197,121,1.4,0.64,1255,1
6.5,18.42,7.88,197,64,1,2.6,420,1
6.9,18.42,7.88,197,57,1,1.28,409,1
7.5,18.45,7.88,197,211,1.9,0.39,6858,1
7.2,18.48,7.87,197,263,3.7,0.63,14725,1
7,18.49,7.87,197,111,1.6,0.67,2743,1
7.5,18.48,7.87,197,205,1.5,1,3542,1
7.1,18.51,7.87,197,283,2.3,1.73,6692,1
7.4,18.51,7.86,198,263,1.7,0.65,6617,1
8.1,18.54,7.86,198,300,2.3,0.45,4569,1
7.8,18.56,7.86,198,13103,2.1,0.59,739,1
7.4,18.58,7.86,198,207,1.5,0.53,2872,1
7.2,18.57,7.86,198,198,1.4,0.57,1850,1
6.3,18.64,7.84,198,830,1.8,0.24,2020,1
5.8,18.7,7.83,198,732,8.5,3.83,4838,1
5.6,18.69,7.83,198,1322,15.3,15,41500,1
5.4,18.7,7.83,198,809,10,4.2,8975,1
5.7,18.72,7.83,198,1103,14.3,13.75,52500,1
5.7,18.73,7.83,198,906,24,14.18,17625,1
3.5,18.73,7.82,198,1064,20,13.2,14500,1
3.2,18.74,7.82,198,1197,27.3,19.2,40250,0
4.7,18.76,7.82,198,1383,32.8,16.4,42875,0
4.8,18.76,7.82,198,1063,16,5.03,8025,1
5.3,18.8,7.81,198,1532,18.3,15.8,63500,0
5.6,18.8,7.81,198,1269,34.5,12.15,60000,1
5.4,18.8,7.81,198,1194,22,8.3,35000,1
4.8,18.87,7.8,199,650,3.2,0.68,62,1
5,18.9,7.8,199,390,2.8,0.14,20,1
8.3,18.92,7.8,199,334,1,0.49,16,1
8.2,18.93,7.8,199,316,1.2,0.48,20,1
8.3,18.93,7.79,199,304,1.2,0.51,20,1
5.5,18.97,7.79,199,743,7.6,1.02,166,1
5.1,18.96,7.79,199,657,1.7,0.26,23,1
7.8,19.32,7.68,200,144,1.9,0.56,359,0
6.5,19.31,7.68,200,319,6.1,0.52,47,0
7.3,19.35,7.68,200,79,2.2,0.69,2633,0
7.8,19.39,7.67,200,39,1.9,0.52,409,0
7.7,19.4,7.67,200,322,7,0.84,461,0
8.1,19.43,7.67,200,192,1,0.11,12,0
8,19.46,7.66,200,282,1.1,0.11,18,0
6.9,19.48,7.66,200,275,1.1,0.11,37,0
6.8,19.5,7.65,200,55,1.3,0.11,29,0
6.3,19.52,7.65,200,100,3.4,0.3,528,0
6.6,19.54,7.64,200,95,4.4,0.8,648,0
5.6,19.55,7.64,200,99,25,18.73,5,0
5.1,19.73,7.61,200,83,3.7,0.45,7500,0
7.1,19.76,7.6,200,4424,2,0.35,15000,0
6.8,19.77,7.6,200,226,3.1,0.62,23000,0
8.1,19.78,7.6,200,268,8.6,0.4,108,0
6.2,19.78,7.59,200,2413,2.7,0.26,6581,0
3.2,19.85,7.59,200,269,6.3,0.51,9575,0
6.6,19.88,7.58,200,269,1.8,0.87,53,0
6.6,19.9,7.58,200,196,1.5,0.65,98,0
6.3,19.89,7.58,200,269,1.8,0.36,140,0
6.4,19.93,7.58,200,223,2,0.44,153,0
6.9,19.92,7.57,200,9293,1.7,1.07,117,0
7.2,19.93,7.57,200,170,2.6,0.92,123,0
6.9,19.92,7.57,200,4175,1.9,0.83,173,0
7,19.93,7.57,200,4282,1.6,0.42,139,0
7.6,19.96,7.56,200,5551,1.1,0.38,160,0
7.1,19.98,7.56,200,5390,1.4,0.56,141,0
6.8,19.99,7.56,200,161,1.9,0.75,136,0
7.1,20,7.56,200,138,1.4,0.68,119,0
6.3,20.01,7.56,200,81,1.5,0.59,157,0
6.2,20,7.55,200,194,1.8,0.46,173,0
6.2,20.02,7.55,200,186,1.7,0.61,145,0
6.9,20.06,7.55,200,207,1.4,0.6,107,0
6.7,20.05,7.55,200,85,0.9,0.57,187,0
6.8,20.05,7.55,200,176,3.5,0.58,517,0
7,20.08,7.54,201,178,3.2,0.13,17,0
7,20.07,7.54,201,77,4,2.16,350,0
5.5,20.09,7.54,201,75,8.4,2.15,69,0
6.9,20.12,7.54,201,82,3.6,0.4,582,0
6.4,20.14,7.54,201,56,37.8,1.79,728,0
5.2,20.14,7.53,201,2240,9.5,1.1,253,0
6.9,20.18,7.53,201,73,3.5,0.27,659,0
3.4,20.18,7.53,201,130,31.5,3.32,1767,0
7.4,20.21,7.53,201,191,2.2,0.15,75,0
6.7,20.22,7.53,201,134,3.7,0.4,820,0
6.6,20.24,7.53,201,80,3.9,0.4,381,0
6.1,20.25,7.53,201,14526,5.1,2.02,212,0
6.6,20.28,7.52,201,82,3.6,0.46,361,0
6.5,20.29,7.52,201,67,3.8,0.79,261,0
6.7,20.29,7.52,201,965,3.4,0.57,318,0
6.6,20.32,7.52,201,17990,3.7,0.53,217,0
6.8,20.33,7.52,201,90,3.6,0.43,109,0
6.3,20.34,7.52,201,4429,2.9,1.93,101,0
7.1,20.35,7.52,201,87,2.2,0.63,80,0
6.7,20.34,7.52,201,85,2.5,1.47,113,0
6.6,20.34,7.52,201,101,2.4,0.3,113,0
6.7,20.34,7.52,201,83,2.4,1.02,90,0
7.1,20.32,7.52,201,75,3.1,0.53,92,0
7.1,20.33,7.52,201,32005,3.1,0.47,86,0
7.1,20.31,7.51,201,281,3.3,0.44,83,0
6.4,20.33,7.51,201,58,3.6,0.77,592,0
7,20.35,7.51,201,2941,3.4,0.42,359,0
6.6,20.33,7.51,201,35,3.4,0.68,243,0
6.9,20.33,7.51,201,65,2.2,0.42,71,0
6.8,20.32,7.51,201,90,2.3,1.33,74,0
7,20.35,7.51,201,728,2.1,0.5,64,0
5.2,20.38,7.51,201,13953,1.5,0.38,4613,0
7.2,20.41,7.51,201,57,1.1,0.24,3483,0
7,20.44,7.51,201,41,0.5,0.44,617,0
7,20.45,7.51,201,71,0.6,0.34,455,0
7.2,20.46,7.51,201,81,0.6,0.26,522,0
6.7,20.46,7.51,201,68,1.2,0.46,2193,0
6.5,20.44,7.51,201,70,1.1,0.52,3080,0
0.6,20.46,7.51,201,100,14.1,1.49,17500,0
6.6,20.48,7.51,201,96,0.9,0.56,913,0
6.8,20.47,7.51,201,49,0.6,0.4,935,0
7.3,20.48,7.51,201,24360,0.6,0.44,430,0
6.5,20.47,7.51,202,59,1.2,0.26,4823,0
7.2,20.45,7.51,202,14410,0.9,0.46,1825,0
7.4,20.44,7.51,202,22757,0.9,0.56,1455,0
6.5,20.44,7.51,202,66,1,1.62,900,0
6.6,20.44,7.51,202,59,0.9,0.37,650,0
7.1,20.46,7.51,202,120,1,0.66,1485,0
7.5,20.47,7.51,202,55,1.3,0.6,540,0
5.4,20.46,7.51,202,86,0.9,0.42,810,0
7,20.48,7.51,202,62,0.7,0.45,900,0
7.1,20.48,7.51,202,3185,0.6,0.73,583,0
6.5,20.49,7.51,202,36,0.9,1.25,800,0
6.7,20.51,7.51,202,64,0.8,0.12,900,0
7.1,20.52,7.51,202,86,0.6,0.22,198,0
6.9,20.51,7.51,202,2640,0.5,0.33,373,0
6.7,20.52,7.51,202,53,1,0.53,250,0
6.2,20.52,7.51,202,2007,1.4,0.27,1600,0
7.5,20.53,7.51,202,46,0.8,0.31,2225,0
7.6,20.54,7.51,202,43,1,0.63,2180,0
2.2,20.56,7.51,202,54,2.3,1.29,6505,0
7.4,20.58,7.51,202,113,0.7,0.51,1088,0
7,20.59,7.51,202,12561,0.7,0.43,640,0
5.3,20.6,7.51,202,61,1.3,0.66,685,0
6.3,20.61,7.52,202,61,0.7,0.85,535,0
6.7,20.61,7.52,202,1614,0.5,0.29,433,0
6,20.62,7.52,202,20950,1.4,0.61,303,0
4.2,20.62,7.52,202,14487,1.7,0.56,385,0
5.1,20.64,7.52,202,54,1.9,0.63,713,0
5.3,20.62,7.52,202,569,1.1,0.11,788,0
6.9,20.63,7.52,202,310,0.9,0.08,803,0
2.8,20.65,7.52,202,516,1.6,0.47,2300,0
5.3,20.63,7.52,202,505,0.9,0.26,2650,0
6.5,20.65,7.52,202,109,0.4,0.54,520,0
6.9,20.67,7.52,202,83,0.6,0.49,183,0
7,20.69,7.52,202,102,0.8,0.42,418,0
5.6,20.7,7.52,202,92,1,0.4,278,0
6.8,20.69,7.52,202,232,0.5,0.25,910,0
6,20.69,7.52,202,519,1,0.63,195,0
6.3,20.7,7.52,202,103,1.4,0.22,1400,0
6.5,20.72,7.53,202,196,1.1,2.41,354,0
6.4,20.71,7.53,202,244,1.1,3.34,357,0
7.3,20.69,7.53,202,243,4.2,2.43,185,0
6.8,20.69,7.53,202,296,1.9,0.67,460,0
